id;Con;Dat;PPName;Agt
782;ISRAEL/PALESTINE;1997;ISRAEL-PALESTINE PEACE PROCESS;AGREEMENT ON TEMPORARY INTERNATIONAL PRESENCE IN THE CITY OF HEBRON (II)
783;ISRAEL/PALESTINE;1997;ISRAEL-PALESTINE PEACE PROCESS;PROTOCOL CONCERNING THE REDEPLOYMENT IN HEBRON
784;ISRAEL/PALESTINE;1997;ISRAEL-PALESTINE PEACE PROCESS;NOTE FOR THE RECORD
781;ISRAEL/PALESTINE;1998;ISRAEL-PALESTINE PEACE PROCESS;WYE RIVER MEMORANDUM
779;ISRAEL/PALESTINE;1999;ISRAEL-PALESTINE PEACE PROCESS;PROTOCOL CONCERNING SAFE PASSAGE BETWEEN THE WEST BANK AND THE GAZA STRIP
780;ISRAEL/PALESTINE;1999;ISRAEL-PALESTINE PEACE PROCESS;SHARM EL SHEIKH MEMORANDUM: IMPLEMENTATION TIMELINE OF OUTSTANDING COMMITMENTS OF AGREEMENTS SIGNED AND THE RESUMPTION OF PERMANENT STATUS NEGOTIATIONS
778;ISRAEL/PALESTINE;2000;ISRAEL-PALESTINE PEACE PROCESS;TRILATERAL STATEMENT ON THE MIDDLE EAST SUMMIT AT CAMP DAVID (CAMP DAVID II)
777;ISRAEL/PALESTINE;2003;ISRAEL-PALESTINE PEACE PROCESS;A PERFORMANCE BASED ROADMAP TO A PERMANENT TWO-STATE SOLUTION TO THE ISRAELI-PALESTINIAN CONFLICT
775;ISRAEL/PALESTINE;2005;ISRAEL-PALESTINE PEACE PROCESS;AGREED PRINCIPLES FOR RAFAH CROSSING
776;ISRAEL/PALESTINE;2005;ISRAEL-PALESTINE PEACE PROCESS;AGREEMENT ON MOVEMENT AND ACCESS
774;ISRAEL/PALESTINE;2007;ISRAEL-PALESTINE PEACE PROCESS;ANNAPOLIS CONFERENCE JOINT UNDERSTANDING ON NEGOTIATIONS
773;ISRAEL/PALESTINE;2012;ISRAEL-PALESTINE PEACE PROCESS;UNDERSTANDING REGARDING CEASEFIRE IN GAZA STRIP
828;KENYA;1993;KENYA LOCAL AGREEMENTS;AL-FATAH PEACE DECLARATION
827;KENYA;2007;KENYA LOCAL AGREEMENTS;RESOLUTIONS OF THE MARSABIT-MOYALE DISTRICT PEACE COMMITTEES' CIVIC DIALOGUE
816;KENYA;2008;KENYA LOCAL AGREEMENTS;SOTIK AND BORABU SOCIAL CONTRACT
817;KENYA;2008;KENYA PEACE PROCESS;KENYA NATIONAL DIALOGUE AND RECONCILIATION, STATEMENT OF PRINCIPLES ON LONG-TERM ISSUES AND SOLUTIONS
818;KENYA;2008;KENYA PEACE PROCESS;KENYA NATIONAL DIALOGUE AND RECONCILIATION - LONGER TERM ISSUES AND SOLUTIONS: CONSTITUTIONAL REVIEW
819;KENYA;2008;KENYA PEACE PROCESS;KENYA NATIONAL DIALOGUE AND RECONCILIATION - TRUTH, JUSTICE AND RECONCILIATION COMMISSION
820;KENYA;2008;KENYA PEACE PROCESS;KENYAN NATIONAL DIALOGUE AND RECONCILIATION: COMMISSION OF INQUIRY ON POST-ELECTION VIOLENCE
821;KENYA;2008;KENYA PEACE PROCESS;ACTING TOGETHER FOR KENYA - AGREEMENT ON THE PRINCIPLES OF PARTNERSHIP OF THE COALITION GOVERNMENT
822;KENYA;2008;KENYA PEACE PROCESS;NATIONAL ACCORD AND RECONCILIATION ACT 2008
823;KENYA;2008;KENYA PEACE PROCESS;KENYAN NATIONAL DIALOGUE AND RECONCILIATION: HOW TO RESOLVE THE POLITICAL CRISIS
824;KENYA;2008;KENYA PEACE PROCESS;KENYA NATIONAL DIALOGUE AND RECONCILIATION: PUBLIC STATEMENT
825;KENYA;2008;KENYA PEACE PROCESS;KENYAN NATIONAL DIALOGUE AND RECONCILIATION: ANNOTATED AGENDA AND TIMETABLE
826;KENYA;2008;KENYA PEACE PROCESS;KENYAN NATIONAL DIALOGUE AND RECONCILIATION: PUBLIC STATEMENT ON AGENDA ITEM ONE
813;KENYA;2009;KENYA LOCAL AGREEMENTS;NAIVASHA II DECLARATION
814;KENYA;2009;KENYA LOCAL AGREEMENTS;MAIKONA AND WALDA PEACE DECLARATION
815;KENYA;2009;KENYA LOCAL AGREEMENTS;DUKANA-DILLO-MAIKONA DECLARATION
811;KENYA;2011;KENYA LOCAL AGREEMENTS;MABANGA PEACE ACCORD
812;KENYA;2011;KENYA LOCAL AGREEMENTS;MODOGASHE DECLARATION (III)
809;KENYA;2012;KENYA PEACE PROCESS;NAKURU COUNTY PEACE ACCORD
810;KENYA;2012;KENYA LOCAL AGREEMENTS;DILLO-DUKANA-TELTELLE PEACE DIALOGUE
807;KENYA;2015;KENYA LOCAL AGREEMENTS;SAMBURU AND TURKANA CEASEFIRE AGREEMENT
808;KENYA;2015;KENYA LOCAL AGREEMENTS;RESOLUTIONS OF PEACE AND COHESION MEETING OF LEADERS FROM MT. ELGON SUB-COUNTIES, BUNGOMA, COUNTY: ABBEY RESORT RESOLUTIONS
804;KENYA;2016;KENYA LOCAL AGREEMENTS;NANYUKI PEACE AGREEMENT BETWEEN THE AULIAN COMMUNITY OF GARISSA COUNTY AND BORANA COMMUNITY OF ISIOLO COUNTY
805;KENYA;2016;KENYA LOCAL AGREEMENTS;RESOLUTIONS OF THE MEETING TO DISCUSS THE CONFLICT BETWEEN THE COMMUNITIES LIVING ALONG THE GARISSA AND WAJIR BORDER
806;KENYA;2016;KENYA LOCAL AGREEMENTS;TANA 1 DECLARATION
803;KENYA;2017;KENYA LOCAL AGREEMENTS;VALIDATION OF THE REVIEWS AND AMENDMENTS ON DUKANA-DILLO-MAIKONA DECLARATION
802;KENYA;2018;KENYA LOCAL AGREEMENTS;RESOLUTIONS OF THE NAKURU PEACE AGREEMENT BETWEEN THE LUO AND NANDI COMMUNITIES OF KISUMU AND NANDI COUNTIES ATTENDED BY NATIONAL AND COUNTY GOVERNMENT OFFICIALS HELD AT WATER BUCK HOTEL, NAKURU
852;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);1998;KOSOVO PROCESS;STATEMENT OF THE CONTACT GROUP
847;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);1999;KOSOVO PROCESS;UNDERTAKING OF DEMILITARISATION AND TRANSFORMATION BY THE KOSOVO LIBERATION ARMY (UCK)
848;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);1999;KOSOVO PROCESS;UN SECURITY COUNCIL RESOLUTION 1244
849;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);1999;KOSOVO PROCESS;MILITARY TECHNICAL AGREEMENT BETWEEN THE INTERNATIONAL SECURITY FORCE AND THE GOVERNMENTS OF THE FEDERAL REPUBLIC OF YUGOSLAVIA AND THE REPUBLIC OF SERBIA
850;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);1999;KOSOVO PROCESS;KOSOVO PEACE PLAN
851;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);1999;KOSOVO PROCESS;INTERIM AGREEMENT FOR PEACE AND SELF-GOVERNMENT IN KOSOVO (RAMBOUILLET ACCORD)
842;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2011;KOSOVO-SERBIA NORMALISATION PROCESS;UNIVERSITY DEGREES (TECHNICAL DIALOGUE AGREEMENT)
843;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2011;KOSOVO-SERBIA NORMALISATION PROCESS;CADASTRAL RECORDS (TECHNICAL DIALOGUE AGREEMENT)
844;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2011;KOSOVO-SERBIA NORMALISATION PROCESS;CUSTOMS STAMPS (TECHNICAL DIALOGUE AGREEMENT)
845;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2011;KOSOVO-SERBIA NORMALISATION PROCESS;FREEDOM OF MOVEMENT (TECHNICAL DIALOGUE AGREEMENT)
846;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2011;KOSOVO-SERBIA NORMALISATION PROCESS;REGISTRY BOOKS (TECHNICAL DIALOGUE AGREEMENT)
840;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2012;KOSOVO-SERBIA NORMALISATION PROCESS;REGIONAL REPRESENTATION (TECHNICAL DIALOGUE AGREEMENT)
841;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2012;KOSOVO-SERBIA NORMALISATION PROCESS;INTEGRATED BOUNDARY MANAGEMENT OF THE ADMINISTRATIVE CROSSING POINTS (TECHNICAL DIALOGUE AGREEMENT)
837;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2013;KOSOVO-SERBIA NORMALISATION PROCESS;TELECOMMUNICATIONS (TECHNICAL DIALOGUE AGREEMENT)
838;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2013;KOSOVO-SERBIA NORMALISATION PROCESS;ARRANGEMENT REGARDING ENERGY (TECHNICAL DIALOGUE AGREEMENT)
839;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2013;KOSOVO-SERBIA NORMALISATION PROCESS;FIRST AGREEMENT OF PRINCIPLES GOVERNING THE NORMALIZATION OF RELATIONS
832;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2015;KOSOVO-SERBIA NORMALISATION PROCESS;ASSOCIATION/COMMUNITY OF SERB MAJORITY MUNICIPALITIES IN KOSOVO – GENERAL PRINCIPLES/MAIN ELEMENTS
833;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2015;KOSOVO-SERBIA NORMALISATION PROCESS;TELECOMS ACTION PLAN
834;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2015;KOSOVO-SERBIA NORMALISATION PROCESS;FREEDOM OF MOVEMENT/BRIDGE CONCLUSIONS
835;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2015;KOSOVO-SERBIA NORMALISATION PROCESS;CONCLUSIONS OF THE EU FACILITATOR ON THE IMPLEMENTATION OF THE 2013 ENERGY AGREEMENT
836;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2015;KOSOVO-SERBIA NORMALISATION PROCESS;JUSTICE
829;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2016;KOSOVO-SERBIA NORMALISATION PROCESS;CONCLUSIONS OF THE EU FACILITATOR ON JUSTICE, 30 NOVEMBER 2016
830;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2016;KOSOVO-SERBIA NORMALISATION PROCESS;CONCLUSIONS OF THE EU FACILITATOR ON TELECOM
831;KOSOVO/SERBIA/YUGOSLAVIA (FORMER);2016;KOSOVO-SERBIA NORMALISATION PROCESS;ARRANGEMENTS CONCERNING THE FINALIZATION OF IMPLEMENTATION OF 2011 FREEDOM OF MOVEMENT- BRUSSELS
853;KURDS-KURDISTAN;2006;INTRA-KURDISH PROCESS;KURDISTAN REGIONAL GOVERNMENT UNIFICATION AGREEMENT
856;LEBANON;2006;LEBANON PEACE PROCESS;MEMORANDUM OF UNDERSTANDING BETWEEN HEZBOLLAH AND THE FREE PATRIOTIC MOVEMENT
854;LEBANON;2008;LEBANON PEACE PROCESS;TRIPOLI MEMORANDUM
855;LEBANON;2008;LEBANON PEACE PROCESS;DOHA AGREEMENT ON THE RESULTS OF THE LEBANESE NATIONAL DIALOGUE CONFERENCE
858;LEBANON/SYRIA;1991;LEBANON-SYRIA CONFLICT RESOLUTION PROCESS;TREATY FOR BROTHERHOOD, COOPERATION AND COORDINATION
857;LEBANON/SYRIA;2014;SYRIAN LOCAL AGREEMENTS;ARSAL 24-HOUR CEASEFIRE AGREEMENT
862;LESOTHO;1999;LESOTHO PROCESS;MEMORANDUM OF AGREEMENT BETWEEN THE GOVERNMENT OF LESOTHO AND THE INTERIM POLITICAL AUTHORITY (IPA)
863;LESOTHO;1999;LESOTHO PROCESS;JOINT STATEMENT ON THE ACCEPTANCE, IN PRINCIPLE, OF THE LESOTHO ELECTIONS TIMETABLE
861;LESOTHO;2011;LESOTHO PROCESS;SIGNED AGREEMENT BY POLITICAL PARTIES ON THE NATIONAL ASSEMBLY ELECTORAL BILL 2011
859;LESOTHO;2014;LESOTHO PROCESS;THE ELECTORAL PLEDGE
860;LESOTHO;2014;LESOTHO PROCESS;COMMUNIQUE BY SADC FACILITATOR DEPUTY PRESIDENT CYRIL RAMAPHOSA: MASERU FACILITATION DECLARATION
883;LIBERIA;1990;LIBERIA PEACE PROCESS;JOINT STATEMENT OF THE WARRING PARTIES IN LIBERIA (BANJUL IV AGREEMENT)
884;LIBERIA;1990;LIBERIA PEACE PROCESS;JOINT DECLARATION ON CESSATION OF HOSTILITIES AND PEACEFUL SETTLEMENT OF CONFLICT, MALI (BAMAKO CEASEFIRE AGREEMENT)
885;LIBERIA;1990;LIBERIA PEACE PROCESS;FINAL COMMUNIQUE, ECONOMIC COMMUNITY OF WEST AFRICAN STATES, FIRST EXTRAORDINARY SESSION OF THE AUTHORITY OF HEADS OF STATE AND GOVERNMENT, BAMAKO, 27 AND 28 NOVEMBER 1990
886;LIBERIA;1990;LIBERIA PEACE PROCESS;DECISION A/DEC.1/11/90 RELATING TO THE APPROVAL OF THE DECISIONS OF THE COMMUNITY STANDING MEDIATION COMMITTEEE TAKEN DURING ITS FIRST SESSION FROM 6 TO 7 AUGUST, 1990, BANJUL (ECOWAS PEACE PLAN)
887;LIBERIA;1990;LIBERIA PEACE PROCESS;DECISION A/DEC.2/11/90 RELATING TO THE ADOPTION OF AN ECOWAS PEACE PLAN FOR LIBERIA AND THE ENTIRE WEST AFRICAN SUB-REGION (ECOWAS PEACE PLAN)
888;LIBERIA;1990;LIBERIA PEACE PROCESS;DECISION A/DEC.3/11/90 RELATING TO THE CONCLUSION OF AN AGREEMENT ON THE STATUS OF THE ECOWAS CESAEFIRE MONITORING GROUP (ECOMOG) BETWEEN THE COMMUNITY AND THE INTERIM GOVERNMENT OF THE REPUBLIC OF LIBERIA (ECOWAS PEACE PLAN)
889;LIBERIA;1990;LIBERIA PEACE PROCESS;AGREEMENT ON CESSATION OF HOSTILIITIES AND PEACEFUL SETTLEMENT OF CONFLICT IN LIBERIA (BANJUL III AGREEMENT)
890;LIBERIA;1990;LIBERIA PEACE PROCESS;DECISION A/DEC.4/8/90 ON THE ESTABLISHMENT OF AN ECOWAS OBSERVER GROUP FOR PRESIDENTIAL AND GENERAL ELECTIONS IN THE REPUBLIC OF LIBERIA (ECOWAS PEACE PLAN)
891;LIBERIA;1990;LIBERIA PEACE PROCESS;DECISION A/DEC.1/8/90 ON THE CEASEFIRE AND ESTABLISHMENT OF AN ECOWAS CEASEFIRE MONITORING GROUP FOR LIBERIA (ECOWAS PEACE PLAN)
892;LIBERIA;1990;LIBERIA PEACE PROCESS;DECISION A/DEC.2/8/90 ON THE CONSTITUTION OF AN INTERIM GOVERNMENT IN THE REPUBLIC OF LIBERIA (ECOWAS PEACE PLAN)
893;LIBERIA;1990;LIBERIA PEACE PROCESS;DECISION A/DEC.3/8/90 ON THE ESTABLISHMENT OF A SPECIAL EMERGENCY FUND FOR ECOWAS OPERATIONS IN THE REPUBLIC OF LIBERIA (ECOWAS PEACE PLAN)
876;LIBERIA;1991;LIBERIA PEACE PROCESS;THE FINAL COMMUNIQUE OF THE FOURTH MEETING OF THE COMMITTEE OF FIVE OF THE ECONOMIC COMMUNITY OF WEST AFRICAN STATES OF THE LIBERIAN CRISIS (YAMOSSOUKRO IV ACCORD)
877;LIBERIA;1991;LIBERIA PEACE PROCESS;FINAL COMMUNIQUE OF THE SECOND MEETING OF FIVE ON THE LIBERIAN CRISES , YAMOUSSOKRO (YAMOUSSOUKRO III ACCORD)
878;LIBERIA;1991;LIBERIA PEACE PROCESS;FINAL COMMUNIQUE OF THE FIRST MEETING OF THE COMMITTEE OF FIVE ON LIBERIA, YAMOUSSOUKRO (YAMOUSSOUKRO II ACCORD)
879;LIBERIA;1991;LIBERIA PEACE PROCESS;OUTCOME OF DELIBERATIONS OF THE MEETING HELD IN YAMOUSSOKRO ON 29 AND 30 JUNE 1991 (YAMOUSSOUKRO I ACCORD)
880;LIBERIA;1991;LIBERIA PEACE PROCESS;FINAL COMMUNQUE OF THE ALL-LIBERIA NATIONAL CONFERENCE, VIRGINIA, LIBERIA
881;LIBERIA;1991;LIBERIA PEACE PROCESS;JOINT DECLARATION ON THE LIBERIAN SITUATION
882;LIBERIA;1991;LIBERIA PEACE PROCESS;AGREEMENT ON CESSATION OF HOSTILITIES AND PEACEFUL SETTLEMENT OF CONFLICT BETWEEN THE ARMED FORCES OF LIBERIA, AND THE NATIONAL PATRIOTIC FRONT OF LIBERIA, AND THE INDEPENDENT NATIONAL PATRIOTIC FRONT OF LIBERIA (LOME CEASEFIRE AGREEMENT)
875;LIBERIA;1992;LIBERIA PEACE PROCESS;FINAL COMMUNIQUÉ OF THE ECONOMIC COMMUNITY OF WEST AFRICAN STATES (ECOWAS) AT THE INFORMAL CONSULTATIVE GROUP MEETING IN GENEVA
873;LIBERIA;1993;LIBERIA PEACE PROCESS;COTONOU ACCORD (GENEVA CEASEFIRE AGREEMENT)
874;LIBERIA;1993;LIBERIA PEACE PROCESS;COMMUNIQUE ISSUED AT THE CONCLUSION OF THE PEACE TALKS ON LIBERIA, GENEVA
870;LIBERIA;1994;LIBERIA PEACE PROCESS;ACCRA ACCEPTANCE AND ACCESSION AGREEMENT
871;LIBERIA;1994;LIBERIA PEACE PROCESS;AGREEMENT ON THE CLARIFICATION OF THE AKOSOMBO AGREEMENT
872;LIBERIA;1994;LIBERIA PEACE PROCESS;AKOSOMBO AGREEMENT
869;LIBERIA;1995;LIBERIA PEACE PROCESS;ABUJA PEACE AGREEMENT TO SUPPLEMENT THE COTONOU AND AKOSOMBO AGREEMENTS AS SUBSEQUENTLY CLARIFIED BY THE ACCRA AGREEMENT
867;LIBERIA;1996;LIBERIA PEACE PROCESS;SUPPLEMENT TO THE ABUJA ACCORD
868;LIBERIA;1996;LIBERIA PEACE PROCESS;MECHANISM FOR RETURNING LIBERIA TO THE ABUJA AGREEMENT
866;LIBERIA;1997;LIBERIA PEACE PROCESS;FINAL COMMUNIQUE, THE FIFTH MEETING OF THE HEADS OF STATE AND GOVERNMENT OF THE ECOWAS COMMITTEE OF NINE ON THE LIBERIAN CRISES
864;LIBERIA;2003;LIBERIA PEACE PROCESS;PEACE AGREEMENT BETWEEN THE GOVERNMENT OF LIBERIA, THE LIBERIANS UNITED FOR RECONCILIATION AND DEMOCRACY (LURD), THE MOVEMENT OF DEMOCRACY IN LIBERIA (MODEL) AND THE POLITICAL PARTIES (ACCRA AGREEMENT)
865;LIBERIA;2003;LIBERIA PEACE PROCESS;AGREEMENT ON CEASEFIRE AND CESSATION OF HOSTILITIES BETWEEN THE GOVERNMENT OF THE REPUBLIC OF LIBERIA AND LIBERIANS UNITED FOR RECONCILIATION AND DEMOCRACY AND THE MOVEMENT FOR DEMOCRACY IN LIBERIA
932;LIBYA;2011;LIBYAN TRANSITIONAL PROCESS;DRAFT CONSTITUTIONAL CHARTER FOR THE TRANSITIONAL STAGE: THE CONSTITUTIONAL DECLARATION
925;LIBYA;2015;LIBYAN PEACE PROCESS;LIBYAN POLITICAL AGREEMENT (SUKHAIRAT AGREEMENT)
926;LIBYA;2015;LIBYAN LOCAL PROCESSES;MINUTES OF THE DISENGAGEMENT AGREEMENT AND TRUCE BETWEEN THE AREAS OF WARSHAF?NAH AND AL-Z?WIYYAH
927;LIBYA;2015;LIBYAN PEACE PROCESS;STATEMENT BY LIBYA DIALOGUE PARTICIPANTS, SKHIRAT, MOROCCO
928;LIBYA;2015;LIBYAN LOCAL PROCESSES;PLEDGE OF AGREEMENT AND PEACEFUL COEXISTENCE BETWEEN ZINTAN AND ZUWARA
929;LIBYA;2015;LIBYAN LOCAL PROCESSES;AGREEMENT TO STOP THE BLOODSHED AND OPEN THE DOOR TO DIALOGUE IN THE WESTERN REGION
930;LIBYA;2015;LIBYAN LOCAL PROCESSES;STATEMENT BY THE MARTYRS BRIGADE IN ZAWIYAT AL-MAHJOUB REGARDING THE CEASEFIRE AGREEMENT IN AZIZIYYAH AND THE LATEST DEVELOPMENTS IN AND NEAR TRIPOLI
931;LIBYA;2015;LIBYAN LOCAL PROCESSES;FINAL COMMUNIQUE: COMPREHENSIVE DIALOGUE FOR CALM AND PEACE IN THE NAFUSA MOUNTAINS
919;LIBYA;2016;LIBYAN LOCAL PROCESSES;ACCORD AND PEACEFUL COEXISTENCE DOCUMENT BETWEEN THE AL QADHADHFA TRIBE AND THE AWLAD SULAYMAN TRIBE
920;LIBYA;2016;LIBYAN LOCAL PROCESSES;MINUTES OF MISRATA-TAWAGHA AGREEMENT ON THE RETURN OF DISPLACED PERSONS AND COMPENSATION FOR THOSE AFFECTED
921;LIBYA;2016;LIBYAN LOCAL PROCESSES;FEZZAN HUMANITARIAN AGREEMENT
922;LIBYA;2016;LIBYAN PEACE PROCESS;JOINT DECLARATION OF THE REPRESENTATIVES OF TOUAREG AND TEBOU TRIBES IN 4 POINTS SUPPORTING THE PRESIDENCY COUNCIL OF THE GOVERNMENT OF NATIONAL AGREEMENT WHICH RECENTLY TOOK OFFICE IN TRIPOLI
923;LIBYA;2016;LIBYAN LOCAL PROCESSES;HUMANITARIAN APPEAL FOR BENGHAZI
924;LIBYA;2016;LIBYAN LOCAL PROCESSES;DRAFT AGREEMENT OF WESTERN TRIBAL ELDERS ON THE BATTLE OF AL-ZAWIYYA
911;LIBYA;2017;LIBYAN PEACE PROCESS;JOINT DECLARATION (PARIS)
912;LIBYA;2017;LIBYAN LOCAL PROCESSES;RECONCILIATION AGREEMENT BETWEEN THE ZINTAN AND MASHASHIYYA TRIBES
913;LIBYA;2017;LIBYAN LOCAL PROCESSES;FINAL AGREEMENT BETWEEN ZINTAN AND MASHASHIYYA
914;LIBYA;2017;LIBYAN LOCAL PROCESSES;RECONCILIATION AGREEMENT BETWEEN TEBU AND AWLAD SULAYMEN
915;LIBYA;2017;LIBYAN PEACE PROCESS;STATEMENT ON THE CURRENT EVENTS IN THE CAPITAL TRIPOLI
916;LIBYA;2017;LIBYAN LOCAL PROCESSES;POINTS OF INITIAL AGREEMENT (ABU SALIM CEASEFIRE)
917;LIBYA;2017;LIBYAN LOCAL PROCESSES;AGREEMENT OF SOCIAL HONOUR FOR THE TRIBES OF TARH?NAH, AND THE TRIBES OF GHRIY?N, MASH?SHIYYAH, AL-QAL’AH, YAFRIN, J?D?, K?B?W, N?L?T AND W?ZIN
918;LIBYA;2017;LIBYAN PEACE PROCESS;CONSULTATION MEETING FOR THE LIBYAN POLITICAL DIALOGUE (HAMMAMET AGREEMENT)
895;LIBYA;2018;LIBYAN PEACE PROCESS;PALERMO CONFERENCE FOR AND WITH LIBYA, CONCLUSIONS
896;LIBYA;2018;LIBYAN PEACE PROCESS;CEASEFIRE IN SOUTHERN TRIPOLI
897;LIBYA;2018;LIBYAN LOCAL PROCESSES;MEETING MINUTES
898;LIBYA;2018;LIBYAN PEACE PROCESS;AGREEMENT [CEASEFIRE BETWEEN TRIPOLI AND TARHOUNAH]
899;LIBYA;2018;LIBYAN PEACE PROCESS;AGREEMENT TO CONSOLIDATE THE CEASEFIRE (ZAWIYYA AGREEMENT)
900;LIBYA;2018;LIBYAN LOCAL PROCESSES;PLEDGE OF RECONCILIATION AND COOPERATION BETWEEN THE FAMILY AND FRIENDS IN THE AREA OF TAJOURA AND SOUK JUMAA
901;LIBYA;2018;LIBYAN PEACE PROCESS;CEASEFIRE AGREEMENT (ZAWIYYA AGREEMENT)
902;LIBYA;2018;LIBYAN LOCAL PROCESSES;SABHA CEASEFIRE STATEMENT
903;LIBYA;2018;LIBYAN PEACE PROCESS;POLITICAL STATEMENT ON THE MATTER OF LIBYA
904;LIBYA;2018;LIBYAN LOCAL PROCESSES;AGREEMENT FOR PEACEFUL COEXISTENCE [BETWEEN TEBU AND AWLAD SULAYMAN IN SABHA]
905;LIBYA;2018;LIBYAN LOCAL PROCESSES;PLEDGE OF RECONCILIATION BETWEEN THE CITIES OF ZAWIYYAH AND AL-ZINTAN
906;LIBYA;2018;LIBYAN LOCAL PROCESSES;PLEDGE AND RECONCILIATION CHARTER BETWEEN THE CITIES OF MISRATA AND ZINTAN
907;LIBYA;2018;LIBYAN LOCAL PROCESSES;CLOSING STATEMENT FROM THE RECONCILIATION MEETING BETWEEN ZINTAN AND ZAWIYYA
908;LIBYA;2018;LIBYAN LOCAL PROCESSES;STATEMENT BY THE COUNCIL OF TEBU TRIBES TO COORDINATE AND END THE CRISIS IN SABHA
909;LIBYA;2018;LIBYAN LOCAL PROCESSES;STATEMENT FROM THE SUPREME COUNCIL OF THE TRIBES AND CITIES OF FEZZAN CALLING FOR A CEASEFIRE
910;LIBYA;2018;LIBYAN LOCAL PROCESSES;STATEMENT OF THE FEZZAN FORUM FOR LIBYA
894;LIBYA;2019;LIBYAN LOCAL PROCESSES;TARHUNAH CEASEFIRE
933;MACEDONIA/YUGOSLAVIA (FORMER);2001;MACEDONIA PEACE PROCESS;FRAMEWORK AGREEMENT (THE OHRID AGREEMENT)
943;MADAGASCAR;2002;MADAGASCAR PEACE PROCESS;ACCORD DE DAKAR II
944;MADAGASCAR;2002;MADAGASCAR PEACE PROCESS;ACCORD (DAKAR I)
935;MADAGASCAR;2009;MADAGASCAR PEACE PROCESS;ACTE ADDITIONNEL D’ADDIS ABÉBA, À LA CHARTE DE LA TRANSITION MALGACHE
936;MADAGASCAR;2009;MADAGASCAR PEACE PROCESS;ANNEXE 1 ADHÉSION À LA CHARTE NATIONALE DE TRANSITION
937;MADAGASCAR;2009;MADAGASCAR PEACE PROCESS;CHARTE DE LA TRANSITION
938;MADAGASCAR;2009;MADAGASCAR PEACE PROCESS;CHARTE DES VALEURS
939;MADAGASCAR;2009;MADAGASCAR PEACE PROCESS;ACCORD N°1 DE MAPUTO SUR L’ANNULATION DES CHARGES RELATIVES AUX EVÈNEMENTS DE 2002 À MADAGASCAR
940;MADAGASCAR;2009;MADAGASCAR PEACE PROCESS;ACCORD N°3 DE MAPUTO SUR L’ANNULATION DES POURSUITES ET DES CONDAMNATIONS PRONONCÉES CONTRE DES PERSONNALITÉS POLITIQUES, CIVILES OU MILITAIRES DURANT LE REGIME RAVALOMANANA
941;MADAGASCAR;2009;MADAGASCAR PEACE PROCESS;ACCORD N°2 DE MAPUTO SUR LE CAS DU PRÉSIDENT MARC RAVALOMANANA
942;MADAGASCAR;2009;MADAGASCAR PEACE PROCESS;STATEMENT ON TRANSITION IN MADAGASCAR
934;MADAGASCAR;2011;MADAGASCAR PEACE PROCESS;ROADMAP FOR ENDING THE CRISIS IN MADAGASCAR - COMMITMENTS BY MALAGASY POLITICAL STAKEHOLDERS
945;MALI;2018;MALI-AZAWAD INTER-AZAWAD PEACE PROCESS;COMMITMENT TO A UNILATERAL CEASEFIRE FROM YOUSSOUF TOLOBA AND HIS ARMED GROUP, DAN NAN AMBASSAGOU
964;MALI/AZAWAD;1991;MALI-AZAWAD INTER-AZAWAD PEACE PROCESS;ACCORD SUR LA CESSATION DES HOSTILITIES ENTRE LE GOUVERNEMENT DE LA REPUBLIQUE DU MALI D'UNE PART, ET LE MOUVEMENT POPULAIRE DE L'AZAOUAD ET LE FRONT ISLAMIQUE ARABE D'AUTRE PART (ACCORDS DE TAMANRASSET)
963;MALI/AZAWAD;1992;MALI-AZAWAD INTER-AZAWAD PEACE PROCESS;PACTE NATIONAL CONCLU ENTRE LE GOUVERNEMENT DE LA RÉPUBLIQUE DU MALI ET LES MOUVEMENTS ET FRONTS UNIFIÉS DE L’AZAWAD CONSACRANT LE STATUT PARTICULIER DU NORD AU MALI
